name,price,speed,modules,price_per_gb,color,first_word_latency,cas_latency
GeIL Black Dragon 32 GB,,"3,1333","4,8",,Black / Gold,13.503,9
Corsair Vengeance 32 GB,,"3,1600","8,4",,Black / Silver,11.25,9
Kingston T1 6 GB,,"3,1866","3,2",,Blue,9.646,9
GeIL Evo Two 32 GB,,"3,1333","4,8",,Black / Red,13.503,9
Crucial Ballistix Smart Tracer 2 GB,,"3,1600","1,2",,,10,8
Crucial Ballistix Elite 4 GB,,"3,1866","1,4",,Black / Silver,9.646,9
Crucial Ballistix Smart Tracer 6 GB,,"3,1600","3,2",,,10,8
Corsair Vengeance LP 4 GB,,"3,1600","1,4",,Black / Yellow,11.25,9
Patriot Viper Xtreme Division 4 16 GB,,"3,1866","4,4",,Black / Silver,9.646,9
Patriot G2 Series Division 2 Edition 16 GB,,"3,1600","2,8",,Black / Blue,11.25,9
Patriot Viper Xtreme Division 4 16 GB,,"3,1600","4,4",,Black / Silver,10,8
Patriot G2 Series Division 4 32 GB,,"3,1333","4,8",,Black / Blue,13.503,9
Corsair Vengeance 8 GB,,"3,1600","1,8",,Black / Gold,11.25,9
Corsair Vengeance 16 GB,,"3,1600","2,8",,Black / Gold,11.25,9
G.Skill Ripjaws Z 16 GB,,"3,1866","4,4",,Black / Blue,8.574,8
"Patriot Gamer 2 Series, Division 2 Editi 32 GB",,"3,1333","4,8",,,13.503,9
"Patriot Gamer 2 Series, Division 4 Editi 8 GB",,"3,1333","4,2",,Black / Blue,13.503,9
Kingston KHX1866C9D3K2/8G 8 GB,,"3,1866","2,4",,Blue / Silver,9.646,9
GeIL EVO CORSA 8 GB,,"3,1333","1,8",,Black / Yellow,13.503,9
GeIL EVO CORSA 64 GB,,"3,1600","8,8",,,12.5,10
G.Skill Ripjaws Z 16 GB,,"3,1600","4,4",,Black / Blue,10,8
G.Skill Ares 8 GB,,"3,1333","2,4",,Black / Orange,13.503,9
G.Skill Ares 16 GB,,"3,1866","4,4",,Black / Blue,9.646,9
G.Skill Ares 8 GB,,"3,2133","2,4",,Black / Orange,10.314,11
G.Skill Ares 16 GB,,"3,1600","4,4",,Black / Blue,11.25,9
G.Skill Ares 8 GB,,"3,1600","2,4",,Black / Blue,10,8
G.Skill Ares 16 GB,,"3,1600","4,4",,Black / Blue,10,8
G.Skill Ares 16 GB,,"3,1333","4,4",,Black / Orange,13.503,9
G.Skill Ares 16 GB,,"3,2133","4,4",,Black / Orange,10.314,11
G.Skill Ares 16 GB,,"3,2133","4,4",,Black / Blue,8.439,9
Crucial Ballistix 12 GB,,"3,1333","3,4",,Orange / White,10.503,7
G.Skill Ripjaws Z 32 GB,,"3,2133","4,8",,Black / Blue,8.439,9
Crucial Ballistix 16 GB,,"3,1600","2,8",,Black / Yellow,10,8
Crucial Ballistix 4 GB,,"3,1600","1,4",,Black / Yellow,10,8
G.Skill F3-1333C9S-8GSA 8 GB,,"3,1333","1,8",,Green,13.503,9
Crucial Ballistix 4 GB,,"3,1866","2,2",,Black / Orange,9.646,9
Crucial Ballistix Tactical Tracer 4 GB,,"3,1866","1,4",,Black / Silver,9.646,9
"Patriot Gamer 2, Division 4 Edition 32 GB",,"3,1600","4,8",,Black / Blue,11.25,9
GeIL EVO CORSA 32 GB,,"3,1866","8,4",,Black / Yellow,9.646,9
Corsair Dominator GT 32 GB,,"3,1866","4,8",,Black / Red,9.646,9
G.Skill Ripjaws Z 32 GB,,"3,2133","4,8",,Black / Red,10.314,11
G.Skill Ripjaws X + Turbulence II 8 GB,,"3,2400","2,4",,Black / Red,9.167,11
Crucial Ballistix Sport 6 GB,,"3,1600","3,2",,Orange / White,11.25,9
Kingston HyperX 8 GB,,"3,1866","4,2",,Blue / Silver,9.646,9
Crucial Ballistix Elite 16 GB,,"3,1866","2,8",,Black / Silver,9.646,9
Crucial Ballistix Tactical Tracer 4 GB,,"3,1866","1,4",,Black / Silver,9.646,9
PNY MD8192KD3-1866-X9 8 GB,,"3,1866","2,4",,,9.646,9
G.Skill Trident + Turbulence II 8 GB,,"3,2400","2,4",,,8.333,10
G.Skill Ripjaws X 16 GB,,"3,2133","4,4",,Black / Blue,8.439,9
G.Skill Ripjaws Z 32 GB,,"3,2400","4,8",,Black / Blue,8.333,10
PNY MD16384K4D3-1866-X9 16 GB,,"3,1866","4,4",,Black / Silver,9.646,9
PNY MD8192KD3-2133-X10 8 GB,,"3,2133","2,4",,Black / Silver,9.376,10
G.Skill Ripjaws X 8 GB,,"3,1866","4,2",,,8.574,8
G.Skill Ripjaws Z 64 GB,,"3,2133","8,8",,Black / Red,10.314,11
PNY MD16384K4D3-1600-X9 16 GB,,"3,1600","4,4",,,11.25,9
PNY MD16384K4D3-2133-X10 16 GB,,"3,2133","4,4",,Black / Red,9.376,10
G.Skill Ripjaws X 32 GB,,"3,2133","4,8",,Black / Blue,8.439,9
Mushkin Blackline 32 GB,,"3,1600","4,8",,Black,12.5,10
Mushkin Blackline 16 GB,,"3,1600","2,8",,Black / Silver,12.5,10
Mushkin Redline 8 GB,,"3,1600","2,4",,,8.75,7
Mushkin Redline 12 GB,,"3,1600","3,4",,,8.75,7
Mushkin Blackline 16 GB,,"3,1600","2,8",,Black,11.25,9
Mushkin Blackline 32 GB,,"3,1600","4,8",,Black,11.25,9
Mushkin Redline 16 GB,,"3,1600","4,4",,,8.75,7
Mushkin Redline 16 GB,,"3,1866","4,4",,,9.646,9
Mushkin Redline 12 GB,,"3,1866","3,4",,,9.646,9
Crucial Ballistix Tactical Tracer 8 GB,,"3,1866","2,4",,Black / Silver,9.646,9
GeIL EVO CORSA 32 GB,,"3,2133","8,4",,,9.376,10
GeIL EVO CORSA 32 GB,,"3,1600","8,4",,,11.25,9
GeIL Value PLUS 8 GB,,"3,1333","1,8",,Black / Silver,13.503,9
GeIL Value PLUS 16 GB,,"3,1333","2,8",,Black / Silver,13.503,9
GeIL Value PLUS 16 GB,,"3,1600","2,8",,Black / Silver,12.5,10
GeIL Value PLUS 8 GB,,"3,1600","1,8",,Black / Silver,12.5,10
GeIL EVO CORSA 16 GB,,"3,2400","2,8",,,9.167,11
Wintec Value 8 GB,,"3,1333","1,8",,,13.503,9
Crucial Ballistix 2 GB,,"3,1866","1,2",,Black / Yellow,9.646,9
"Patriot Viper Xtreme Series, Division Vi 8 GB",87.38,"3,2133","2,4",10.922,Black / Silver,10.314,11
Mushkin Redline 8 GB,,"3,1866","2,4",,,9.646,9
Mushkin Redline 16 GB,,"3,1866","4,4",,,9.646,9
Mushkin Redline 12 GB,,"3,1866","3,4",,,9.646,9
Mushkin Redline 8 GB,,"3,1600","2,4",,,8.75,7
Mushkin Redline 16 GB,,"3,1600","4,4",,,8.75,7
Mushkin Redline 12 GB,,"3,1600","3,4",,,8.75,7
Mushkin Redline 8 GB,,"3,1866","2,4",,,9.646,9
GeIL EVO CORSA 32 GB,,"3,1600","4,8",,Black / Yellow,11.25,9
ADATA Premier 16 GB,,"3,1600","2,8",,Black / Red,13.75,11
Wintec Value 16 GB,,"3,1333","2,8",,Green,13.503,9
G.Skill F3-1600C10S-8GSQ 8 GB,,"3,1600","1,8",,Green,12.5,10
G.Skill F3-1600C10D-16GSQ 16 GB,37.93,"3,1600","2,8",2.371,Green,12.5,10
G.Skill F3-1600C11S-8GSQ 8 GB,,"3,1600","1,8",,Green,13.75,11
G.Skill F3-1600C11D-16GSQ 16 GB,,"3,1600","2,8",,Green,13.75,11
Crucial Ballistix 8 GB,,"3,1600","1,8",,Black / Orange,10,8
Corsair Vengeance 16 GB,,"3,1866","2,8",,Black / Silver,9.646,9
G.Skill Trident X 8 GB,,"3,2600","2,4",,Black / Red,7.692,10
GeIL EVO CORSA 32 GB,,"3,2400","4,8",,,9.167,11
Crucial Ballistix 12 GB,,"3,1600","3,4",,Black / Yellow,10,8
Crucial Ballistix Elite 8 GB,,"3,1866","1,8",,Black / Silver,9.646,9
Wintec Value 16 GB,,"3,1600","2,8",,Green,13.75,11
G.Skill Trident X 16 GB,,"3,2666","4,4",,Black / Red,8.252,11
G.Skill Trident X 16 GB,,"3,2600","4,4",,Black / Red,7.692,10
GeIL EVO CORSA 16 GB,,"3,1866","2,8",,Black / Yellow,9.646,9
G.Skill Ripjaws Z 16 GB,,"3,2400","4,4",,Black / Blue,8.333,10
Crucial Ballistix 8 GB,,"3,1600","4,2",,,11.25,9
ADATA Premier 16 GB,,"3,1600","2,8",,Blue,13.75,11
Crucial Ballistix Elite 6 GB,,"3,1600","3,2",,Black / Silver,10,8
GeIL GS38GB1600C10SC 8 GB,,"3,1600","1,8",,Green,12.5,10
GeIL GS316GB1600C10DC 16 GB,,"3,1600","2,8",,Green,12.5,10
Kingston KHX2400C11D3K4/8GX 8 GB,,"3,2400","4,2",,Blue / Silver,9.167,11
AMD Entertainment Edition 2 GB,,"3,1333","1,2",,Black,13.503,9
AMD Entertainment Edition 4 GB,,"3,1333","1,4",,Black,13.503,9
AMD Entertainment Edition 2 GB,,"3,1600","1,2",,Black,13.75,11
AMD Entertainment Edition 4 GB,,"3,1600","1,4",,Black,13.75,11
GeIL EVO CORSA 8 GB,,"3,2133","2,4",,Black / Yellow,10.314,11
GeIL EVO CORSA 16 GB,,"3,2133","2,8",,,10.314,11
Corsair XMS 16 GB,,"3,1600","2,8",,,12.5,10
ADATA XPG Gaming 16 GB,,"3,2133","2,8",,Gray / Silver,9.376,10
ADATA XPG Gaming 8 GB,,"3,2133","2,4",,,9.376,10
GeIL EVO CORSA 32 GB,,"3,2400","4,8",,,8.333,10
Kingston KHX16C9/8 8 GB,,"3,1600","1,8",,Blue / Silver,11.25,9
Corsair Vengeance 16 GB,181.36,"3,2133","4,4",11.335,Black / Red,8.439,9
Corsair Vengeance 16 GB,,"3,2133","4,4",,Black / Blue,8.439,9
Corsair XMS 16 GB,,"3,1600","2,8",,Black / Blue,11.25,9
Kingston KHX18C9T1K4/16X 16 GB,,"3,1866","4,4",,Blue,9.646,9
Kingston KHX21C11T1K2/16X 16 GB,,"3,2133","2,8",,Black,10.314,11
Kingston KHX24C11T1K2/8X 8 GB,,"3,2400","2,4",,Blue,9.167,11
"Patriot Viper Xtreme Series, Division 2 8 GB",,"3,2400","2,4",,Black / Silver,9.167,11
Kingston KHX21C11T1BK2/16X 16 GB,,"3,2133","2,8",,,10.314,11
Kingston KHX21C11T1BK2/8X 8 GB,,"3,2133","2,4",,Black,10.314,11
Mushkin Essentials 8 GB,,"3,1600","1,8",,Green,13.75,11
Mushkin Essentials 16 GB,50.68,"3,1600","2,8",3.167,Green,13.75,11
GeIL EVO CORSA 16 GB,,"3,2133","4,4",,Black / Yellow,10.314,11
Kingston KHX2133C11D3W1K2/8GX 8 GB,,"3,2133","2,4",,Black / Silver,10.314,11
Mushkin Redline 32 GB,,"3,1866","4,8",,Red,10.718,10
Mushkin Redline 32 GB,,"3,1866","4,8",,Red,10.718,10
Mushkin Redline 16 GB,,"3,1866","2,8",,,10.718,10
Mushkin Redline 16 GB,,"3,1866","2,8",,,10.718,10
Kingston KHX24C11K4/16X 16 GB,,"3,2400","4,4",,Blue / Silver,9.167,11
Kingston KHX21C11T1K2/8X 8 GB,,"3,2133","2,4",,Blue,10.314,11
Kingston KVR16S11/2 2 GB,,"3,1600","1,2",,,13.75,11
GeIL EVO VELOCE 8 GB,,"3,1600","2,4",,Red / Silver,11.25,9
GeIL EVO VELOCE 16 GB,,"3,1333","2,8",,Red / Silver,13.503,9
GeIL EVO VELOCE 16 GB,,"3,1600","2,8",,Red / Silver,11.25,9
GeIL EVO VELOCE 16 GB,,"3,1600","2,8",,Red / Silver,12.5,10
GeIL EVO VELOCE 16 GB,,"3,1600","4,4",,,11.25,9
"Patriot Viper Xtreme Series, Division 2 16 GB",,"3,1866","2,8",,Black / Silver,9.646,9
Kingston KHX16C9P1K2/16 16 GB,,"3,1600","2,8",,Black / Silver,11.25,9
Kingston KHX16S9P1K2/16 16 GB,,"3,1600","2,8",,Gray / Silver,11.25,9
G.Skill Trident X 16 GB,,"3,2600","2,8",,,8.462,11
Corsair Dominator Platinum 8 GB,,"3,2133","2,4",,,8.439,9
Corsair Vengeance 16 GB,147.44,"3,1866","4,4",9.215,Black / Blue,9.646,9
GeIL EVO Leggara 16 GB,,"3,1600","2,8",,Black / Green,12.5,10
GeIL EVO Leggara 16 GB,,"3,2133","2,8",,Black / Green,10.314,11
Corsair Dominator Platinum 8 GB,,"3,1600","2,4",,Black / Silver,11.25,9
GeIL EVO Leggara 8 GB,,"3,1866","2,4",,Black / Green,9.646,9
GeIL EVO Leggara 16 GB,,"3,1866","2,8",,Black / Green,10.718,10
GeIL EVO Leggara 8 GB,,"3,2133","2,4",,Black / Green,10.314,11
Crucial CT2K2G3S1339M 4 GB,,"3,1333","2,2",,Green,13.503,9
Crucial CT2K4G3S1339M 8 GB,45.1,"3,1333","2,4",5.638,Green,13.503,9
GeIL EVO Leggara 16 GB,,"3,1600","4,4",,,11.25,9
Corsair Vengeance LP 16 GB,,"3,2133","4,4",,Black / Blue,8.439,9
GeIL EVO Leggara 8 GB,,"3,2400","2,4",,,9.167,11
GeIL EVO Leggara 32 GB,,"3,2400","4,8",,,8.333,10
Kingston KVR13N9S8H/4 4 GB,32.77,"3,1333","1,4",8.193,,13.503,9
GeIL EVO Leggara 8 GB,,"3,1600","2,4",,Black / Green,11.25,9
GeIL EVO Leggara 16 GB,,"3,1600","2,8",,Black / Green,11.25,9
Patriot Viper 3 8 GB,,"3,2133","2,4",,Black / Silver,10.314,11
Patriot Viper 3 32 GB,,"3,1600","4,8",,Black / Silver,12.5,10
Patriot Viper 3 8 GB,,"3,1866","2,4",,Black / Silver,9.646,9
Patriot Viper 3 16 GB,,"3,2133","2,8",,Black / Silver,10.314,11
Patriot Viper 3 32 GB,,"3,2133","4,8",,Black / Silver,10.314,11
GeIL EVO VELOCE 32 GB,,"3,1866","4,8",,Red / Silver,10.718,10
Kingston KHX16C10B1K2/16X 16 GB,,"3,1600","2,8",,Blue / Silver,12.5,10
G.Skill Sniper Gaming 16 GB,,"3,1600","2,8",,Black / Red,11.25,9
GeIL EVO Leggara 16 GB,,"3,2400","4,4",,,9.167,11
Kingston KVR1333D3S8N9HK2/4G 4 GB,,"3,1333","2,2",,Green,13.503,9
Mushkin Blackline 16 GB,,"3,1866","2,8",,Black,11.79,11
Mushkin Blackline 32 GB,,"3,1600","4,8",,Black,11.25,9
"Patriot Intel Extreme Master, Limited Ed 16 GB",,"3,1866","2,8",,Black / Blue,10.718,10
"Patriot Intel Extreme Master, Limited Ed 8 GB",,"3,1600","2,4",,Black / Blue,11.25,9
"Patriot Intel Extreme Master, Limited Ed 8 GB",,"3,1866","2,4",,Black / Blue,9.646,9
"Patriot Intel Extreme Master, Limited Ed 16 GB",,"3,1600","2,8",,Black / Blue,11.25,9
Mushkin Blackline 16 GB,,"3,1866","2,8",,Black,11.79,11
GeIL EVO Leggara 16 GB,,"3,1333","2,8",,Red / Silver,13.503,9
Kingston KVR1333D3N9HK3/12G 12 GB,,"3,1333","3,4",,Green,13.503,9
Patriot Viper 3 16 GB,,"3,1600","4,4",,Black / Silver,11.25,9
"Patriot Intel Extreme Master, Limited Ed 16 GB",,"3,1600","4,4",,Black / Blue,11.25,9
"Patriot Intel Extreme Master, Limited Ed 16 GB",,"3,1866","4,4",,Black / Blue,9.646,9
"Patriot Intel Extreme Master, Limited Ed 32 GB",,"3,1866","4,8",,Black / Blue,10.718,10
G.Skill Trident 8 GB,,"3,2400","2,4",,Black / Red,8.333,10
G.Skill Ripjaws Z 32 GB,,"3,2133","4,8",,Black / Red,10.314,11
G.Skill Trident 16 GB,,"3,2400","4,4",,Black / Red,8.333,10
GeIL EVO VELOCE 32 GB,,"3,1333","4,8",,Red / Silver,13.503,9
GeIL EVO VELOCE 32 GB,,"3,1600","4,8",,Red / Silver,12.5,10
Corsair Dominator Platinum 16 GB,,"3,1866","2,8",,Black / Silver,9.646,9
Corsair Dominator Platinum 8 GB,,"3,2133","2,4",,Black / Silver,8.439,9
Corsair Dominator Platinum 16 GB,,"3,2133","4,4",,Black / Silver,8.439,9
Kingston Blu Red 4 GB,,"3,1333","2,2",,Red / Silver,13.503,9
Kingston XMP Blu Red 4 GB,,"3,1600","2,2",,Red / Silver,11.25,9
Kingston Predator 8 GB,,"3,1600","2,4",,,11.25,9
Kingston Predator 8 GB,,"3,1866","2,4",,,9.646,9
Kingston Predator 8 GB,,"3,2400","2,4",,,9.167,11
Corsair Dominator Platinum 32 GB,,"3,1866","4,8",,Black / Silver,9.646,9
Corsair Vengeance 16 GB,,"3,2400","4,4",,Black / Red,7.5,9
"Patriot Intel Extreme Master, Limited Ed 32 GB",,"3,1600","4,8",,Black / Blue,11.25,9
Corsair Dominator Platinum 32 GB,,"3,1600","4,8",,Black / Silver,11.25,9
Kingston Blu Red 4 GB,,"3,1333","1,4",,Red / Silver,13.503,9
Kingston Blu Red 8 GB,,"3,1600","1,8",,Red / Silver,12.5,10
Kingston Blu Red 16 GB,,"3,1600","2,8",,,12.5,10
Kingston Blu Red 8 GB,,"3,1600","2,4",,,11.25,9
Kingston Blu Red 8 GB,,"3,1333","2,4",,Red / Silver,13.503,9
Kingston KHX16C9K2/16X 16 GB,,"3,1600","2,8",,Blue / Silver,11.25,9
Mushkin Redline 16 GB,,"3,2400","4,4",,,8.333,10
Mushkin Redline 8 GB,,"3,2400","2,4",,,8.333,10
GeIL EVO Leggara 32 GB,,"3,1333","4,8",,Black / Green,13.503,9
Mushkin Essentials 8 GB,,"3,1333","2,4",,Green,13.503,9
Mushkin Essentials 16 GB,,"3,1333","2,8",,Green,13.503,9
AMD Entertainment Edition 8 GB,,"3,1333","1,8",,Black / Red,13.503,9
Mushkin Silverline 16 GB,,"3,1600","2,8",,Gray / Silver,13.75,11
Mushkin Silverline 32 GB,,"3,1600","4,8",,Gray / Silver,13.75,11
Crucial CT25664BC1067T 2 GB,,"3,1066","1,2",,Green,13.133,7
Crucial CT2K4G3S1067M 8 GB,39.99,"3,1066","2,4",4.999,Green,13.133,7
Crucial CT2K4G3S160BM 8 GB,30.95,"3,1600","2,4",3.869,Green,13.75,11
Lexar CT2KIT51264BF160B 8 GB,,"3,1600","2,4",,Green,13.75,11
Lexar CT2KIT51264BC160B 8 GB,,"3,1600","2,4",,,13.75,11
Crucial CT2KIT51264BC160B 8 GB,,"3,1600","2,4",,Green,13.75,11
AMD Entertainment Edition 16 GB,,"3,1600","2,8",,Black / Red,13.75,11
AMD Entertainment Edition 16 GB,,"3,1333","2,8",,Black / Red,13.503,9
Kingston Blu Red 2 GB,,"3,1333","1,2",,Red / Silver,13.503,9
Kingston Blu Red 2 GB,,"3,1600","1,2",,Red / Silver,11.25,9
GeIL EVO Leggara 16 GB,,"3,1866","2,8",,Black / Green,9.646,9
Patriot Viper 3 16 GB,,"3,1866","4,4",,Black / Silver,9.646,9
Kingston XMP Blu Red 16 GB,,"3,1600","2,8",,Red / Silver,12.5,10
Kingston Predator 16 GB,,"3,2133","2,8",,Black / Blue,10.314,11
Patriot Viper 3 32 GB,,"3,1600","4,8",,Black / Red,12.5,10
Patriot Viper 3 16 GB,,"3,1600","4,4",,Black / Red,11.25,9
Patriot Viper 3 32 GB,,"3,1866","4,8",,Black / Red,10.718,10
Patriot Viper 3 32 GB,,"3,1600","4,8",,Black / Red,11.25,9
Patriot Viper 3 16 GB,,"3,1600","2,8",,Black / Red,11.25,9
Patriot Viper 3 16 GB,,"3,1600","2,8",,Black / Red,12.5,10
Patriot Viper 3 8 GB,,"3,1600","2,4",,Black / Red,11.25,9
Corsair Vengeance 8 GB,,"3,2400","2,4",,Black / Silver,8.333,10
Corsair Vengeance 16 GB,,"3,2400","4,4",,Black / Silver,8.333,10
Corsair CMV4GX3M1A1600C11 4 GB,21.99,"3,1600","1,4",5.497,Green,13.75,11
Patriot Viper 3 16 GB,,"3,2133","4,4",,Black / Red,10.314,11
Patriot Viper 3 16 GB,,"3,2133","2,8",,Black / Red,10.314,11
Patriot Viper 3 8 GB,,"3,2133","2,4",,Black / Red,10.314,11
Kingston KVR1333D3S8N9HK3/6G 6 GB,59.99,"3,1333","3,2",,Green,13.503,9
GeIL EVO VELOCE 32 GB,,"3,1600","4,8",,Red / Silver,11.25,9
Pareema MD316D81611S2 16 GB,,"3,1600","2,8",,Green,13.75,11
Pareema MD313D81609S1 8 GB,,"3,1333","1,8",,Green,13.503,9
Pareema MD313D81609S2 16 GB,,"3,1333","2,8",,Green,13.503,9
Pareema MD316C81611S1 4 GB,,"3,1600","1,4",,,13.75,11
Pareema MD316D81611S1 8 GB,,"3,1600","1,8",,Green,13.75,11
Corsair ValueSelect 8 GB,,"3,1600","1,8",,Green,11.25,9
Mushkin Blackline 8 GB,,"3,1600","2,4",,Green,11.25,9
Corsair Vengeance Performance 16 GB,,"3,1866","2,8",,Black / Gold,10.718,10
Corsair Dominator Platinum 64 GB,,"3,2133","8,8",,Black / Silver,8.439,9
Wintec Value 8 GB,,"3,1600","1,8",,,13.75,11
Corsair CMSO8GX3M2A1600C11 8 GB,,"3,1600","2,4",,Green,11.25,9
Corsair CMSO4GX3M1A1600C11 4 GB,22.99,"3,1600","1,4",5.747,Green,11.25,9
Patriot Signature 4 GB,,"3,1600","1,4",,Black,13.75,11
Kingston KVR16N11H/2 2 GB,,"3,1600","1,2",,Green,13.75,11
Corsair CMSO4GX3M1B1333C9 4 GB,,"3,1333","1,4",,Black,13.503,9
Patriot Signature 4 GB,,"3,1333","1,4",,Black,13.503,9
Patriot Signature 16 GB,,"3,1600","2,8",,Green,13.75,11
Patriot Signature 8 GB,38.09,"3,1333","1,8",4.761,Black,13.503,9
Patriot Viper 3 32 GB,,"3,2133","4,8",,Black / Red,10.314,11
Patriot Viper 3 16 GB,,"3,1866","4,4",,Black / Red,9.646,9
Corsair Dominator Platinum 16 GB,,"3,2600","4,4",,,7.692,10
GeIL EVO VELOCE 16 GB,,"3,1866","2,8",,Red / Silver,9.646,9
Corsair Dominator Platinum 32 GB,,"3,2133","4,8",,Black / Silver,8.439,9
Corsair Vengeance LP 16 GB,,"3,1600","2,8",,Black / Blue,11.25,9
Corsair Vengeance LP 8 GB,,"3,1600","1,8",,Black / Blue,12.5,10
Corsair Vengeance 8 GB,,"3,1600","1,8",,Black / Blue,12.5,10
Corsair Dominator 16 GB,,"3,1866","2,8",,Black / Blue,9.646,9
Crucial Ballistix Tactical 4 GB,,"3,1600","1,4",,Black / Yellow,10,8
Corsair Vengeance LP 8 GB,,"3,1600","1,8",,Black / Yellow,11.25,9
Corsair Vengeance 64 GB,,"3,1866","8,8",,Black / Yellow,9.646,9
Corsair Vengeance 16 GB,,"3,1600","2,8",,,11.25,9
Corsair CMV8GX3M1A1600C11 8 GB,37.99,"3,1600","1,8",4.749,Green,13.75,11
Kingston Predator 16 GB,,"3,1866","2,8",,Black / Blue,9.646,9
Kingston Predator 32 GB,,"3,1600","4,8",,Black / Blue,11.25,9
Kingston Predator 8 GB,,"3,2133","2,4",,Black / Blue,10.314,11
G.Skill Ripjaws Z 16 GB,,"3,1866","2,8",,Black / Blue,9.646,9
G.Skill Ripjaws Z 32 GB,,"3,1866","4,8",,Black / Blue,9.646,9
Kingston Predator 16 GB,,"3,1866","4,4",,Black / Blue,9.646,9
Kingston KHX16LC10K2/16X 16 GB,,"3,1600","2,8",,Green / Silver,12.5,10
Kingston Predator 8 GB,,"3,1600","2,4",,Black / Blue,11.25,9
G.Skill Trident X 8 GB,,"3,2666","2,4",,,7.502,10
Kingston Blu Red 4 GB,,"3,1600","2,2",,Red / Silver,11.25,9
G.Skill Trident X 16 GB,,"3,2666","4,4",,,7.502,10
Corsair XMS 8 GB,,"3,1600","1,8",,Black / White,13.75,11
Kingston Blu 8 GB,,"3,1333","1,8",,Blue / Silver,13.503,9
Crucial Ballistix Sport 8 GB,,"3,1600","1,8",,Black / Silver,11.25,9
Kingston Predator 8 GB,,"3,2666","2,4",,Black / Blue,8.252,11
Mushkin Blackline 8 GB,,"3,2400","2,4",,Black,9.167,11
Mushkin Blackline 16 GB,,"3,2400","4,4",,Black,9.167,11
Mushkin Blackline 8 GB,,"3,2400","2,4",,Black,9.167,11
Corsair Dominator Platinum 16 GB,,"3,2800","4,4",,,7.857,11
G.Skill Trident X 16 GB,,"3,2400","4,4",,Black / Red,7.5,9
Corsair Vengeance Performance 32 GB,,"3,1866","4,8",,Black / Silver,9.646,9
Corsair Dominator Platinum 8 GB,,"3,2400","2,4",,,7.5,9
Crucial Ballistix Sport 4 GB,,"3,1600","1,4",,Black / Silver,11.25,9
Crucial Ballistix Sport 16 GB,,"3,1600","4,4",,Black / Silver,11.25,9
Kingston HyperX Beast 16 GB,,"3,1866","4,4",,Black,9.646,9
G.Skill Trident X 8 GB,,"3,2400","2,4",,Black / Red,7.5,9
Corsair Dominator Platinum 16 GB,,"3,2400","4,4",,Black / Silver,7.5,9
Corsair Dominator Platinum 16 GB,,"3,2666","4,4",,Black / Silver,7.502,10
Kingston HyperX Beast 32 GB,,"3,2400","4,8",,Black,9.167,11
Kingston HyperX Beast 16 GB,,"3,2400","4,4",,Black,9.167,11
Kingston HyperX Beast 32 GB,,"3,2133","4,8",,Black,10.314,11
Crucial Ballistix Elite 8 GB,,"3,2133","2,4",,,8.439,9
Crucial Ballistix Sport 8 GB,,"3,1600","2,4",,Black / Silver,11.25,9
Kingston HyperX Beast 16 GB,,"3,1866","2,8",,Black,10.718,10
Kingston HyperX 16 GB,,"3,1866","2,8",,Gray / Silver,11.79,11
ADATA XPG Gaming Series v2.0 8 GB,,"3,2400","2,4",,,8.333,10
G.Skill Trident X 16 GB,,"3,2800","4,4",,Black / Red,7.857,11
ADATA XPG Gaming Series v2.0 16 GB,,"3,2400","2,8",,Black / Green,9.167,11
Kingston Black 2 GB,,"3,1333","1,2",,Blue / Silver,13.503,9
GeIL EVO Leggara 32 GB,,"3,1600","4,8",,Black / Green,12.5,10
Kingston Black 4 GB,,"3,1333","1,4",,Black / Silver,13.503,9
Kingston Black 4 GB,,"3,1333","2,2",,Blue / Silver,13.503,9
Kingston Black 2 GB,,"3,1600","1,2",,Blue / Silver,11.25,9
Kingston XMP Black 4 GB,,"3,1600","2,2",,Black / Silver,11.25,9
Kingston Black 4 GB,,"3,1600","2,2",,Blue / Silver,11.25,9
Kingston XMP 10th Anniversary 8 GB,,"3,1866","2,4",,Gray / Silver,9.646,9
Kingston HyperX 10th Anniversary 4 GB,,"3,1866","1,4",,Gray / Silver,9.646,9
Mushkin Redline 16 GB,,"3,1600","2,8",,Red,10,8
Mushkin Redline 32 GB,,"3,1600","4,8",,Red,10,8
Mushkin Redline 32 GB,,"3,1600","4,8",,Red,10,8
Mushkin Redline 16 GB,,"3,1866","2,8",,Red,9.646,9
Mushkin Redline 16 GB,,"3,1866","2,8",,Red,9.646,9
Mushkin Redline 16 GB,,"3,1600","2,8",,Red,10,8
Kingston XMP 10th Anniversary 16 GB,,"3,2400","4,4",,Gray / Silver,9.167,11
Kingston XMP 10th Anniversary 16 GB,,"3,2133","4,4",,Gray / Silver,10.314,11
Kingston XMP 10th Anniversary 16 GB,,"3,1866","4,4",,Gray / Silver,9.646,9
GeIL EVO VELOCE 16 GB,,"3,2133","2,8",,Red / Silver,10.314,11
GeIL EVO VELOCE 32 GB,,"3,1866","4,8",,Red / Silver,9.646,9
G.Skill Trident X 8 GB,,"3,2800","2,4",,Black / Red,7.857,11
AMD Entertainment Edition 8 GB,,"3,1600","2,4",,,13.75,11
Kingston LV XMP 10th Anniversary 16 GB,,"3,1600","2,8",,Gray / Silver,12.5,10
Kingston XMP 10th Anniversary 16 GB,,"3,1600","4,4",,Gray / Silver,11.25,9
